"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bhoutan","BTN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","9999.99977648258","9999.99977648258","159999.996423721","50000.0007450581","9999.99977648258","140000.000596046","100000.001490116","209999.993443489","140000.000596046","189999.997615814","519999.980926514","610000.014305115","2099999.90463257","3220000.02861023","2900000.09536743","3119999.88555908","4960000.03814697","8060000.4196167","9649999.61853027","11250000","12369999.8855591","16709999.0844727","20649999.6185303","36639999.3896484","36560001.373291","35900001.5258789","37090000.1525879","41450000.7629395","55360000.6103516","52919998.1689453","61740001.6784668","72419998.1689453","69459999.0844727","57099998.4741211","59340000.1525879","52439998.626709","65620002.746582","47099998.4741211","54610000.6103516","60020000.4577637","72860000.6103516","72129997.253418","78769996.6430664","92419998.1689453","95639999.3896484","79019996.6430664","101370002.746582","97239997.8637695","118650001.525879","161649993.896484","136800003.051758","130639999.389648","97279998.7792969","51599998.4741211","118540000.915527","107919998.168945","181410003.662109","",
"Botswana","BWA","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","3430000.0667572","5460000.03814697","5239999.77111816","5329999.92370605","8869999.88555908","10300000.1907349","17879999.1607666","18260000.2288818","16739999.7711182","13359999.6566772","14199999.8092651","17649999.6185303","31409999.8474121","36069999.6948242","36450000.7629395","50939998.626709","47380001.0681152","47250000","68769996.6430664","99410003.6621094","105269996.643066","96470001.2207031","101139999.389648","103120002.746582","101930000.305176","95620002.746582","100660003.662109","154839996.337891","149800003.051758","157940002.441406","145220001.220703","131070007.324219","111260002.13623","129899993.896484","85180000.3051758","89660003.6621094","74569999.6948242","121620002.746582","106250000","60889999.3896484","30620000.8392334","28930000.3051758","37310001.373291","28049999.2370605","46610000.6103516","48270000.4577637","66610000.6103516","105069999.694824","723099975.585938","282350006.103516","154669998.168945","118500000","73069999.6948242","107370002.746582","99370002.746582","65540000.9155273","90569999.6948242","102089996.337891","85750000","68860000.6103516","",
"République centrafricaine","CAF","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","29999.9993294477","419999.986886978","1139999.98569489","1980000.01907349","16790000.9155273","15779999.7329712","15659999.8474121","20569999.6948242","17290000.9155273","19809999.4659424","14380000.1144409","15550000.1907349","25649999.6185303","25600000.3814697","36580001.8310547","54750000","38689998.626709","44889999.3896484","50950000.7629395","83360000.6103516","110120002.746582","101199996.948242","89459999.0844727","92360000.6103516","131690002.441406","103849998.474121","135139999.389648","180009994.506836","204690002.441406","188759994.506836","248889999.389648","173440002.441406","177649993.896484","171740005.493164","167559997.558594","167779998.779297","169130004.882813","91550003.0517578","120620002.746582","118760002.13623","75900001.5258789","76209999.0844727","60009998.3215332","51500000","110059997.558594","88970001.2207031","133589996.337891","180009994.506836","260369995.117188","241139999.389648","260980010.986328","268769989.013672","228020004.272461","202820007.324219","611000000","486730010.986328","506760009.765625","511980010.986328","656250000","753849975.585938","",
"Canada","CAN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe centrale et les pays baltes","CEB","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suisse","CHE","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Îles Anglo-Normandes","CHI","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chili","CHL","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","17260000.2288818","123830001.831055","134910003.662109","132250000","111489997.86377","105580001.831055","123470001.220703","92919998.1689453","75860000.6103516","74620002.746582","56669998.1689453","27379999.1607666","38110000.6103516","39779998.7792969","15180000.3051758","113089996.337891","10420000.0762939","10720000.2670288","3759999.99046326","-29889999.3896484","-7550000.19073486","550000.011920929","-819999.992847443","8529999.73297119","11550000.1907349","49369998.9318848","3730000.01907349","28879999.1607666","51930000.3051758","68720001.2207031","109139999.389648","124980003.356934","136619995.117188","178720001.220703","155199996.948242","160740005.493164","196600006.103516","130729995.727539","107559997.558594","71180000.3051758","50540000.9155273","55860000.6103516","-7070000.17166138","80330001.8310547","54110000.6103516","170750000","98889999.3896484","106260002.13623","102940002.441406","75959999.0844727","181910003.662109","161199996.948242","128080001.831055","80559997.5585938","245580001.831055","54330001.8310547","178440002.441406","70309997.5585938","","","",
"Chine","CHN","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","16850000.3814697","65500000","475899993.896484","523380004.882813","668799987.792969","797479980.46875","938750000","1095140014.64844","1377290039.0625","1916119995.11719","2067250000","2030599975.58594","1918750000","2988260009.76563","3202379882.8125","3132290039.0625","3463699951.17188","2655899902.34375","2060830078.125","2456879882.8125","2407000000","1749020019.53125","1497660034.17969","1511520019.53125","1361550048.82813","1709949951.17188","1798339965.82031","1268520019.53125","1453219970.70313","1305540039.0625","1141390014.64844","671890014.648438","-603609985.351563","-180529998.779297","-656549987.792969","-947070007.324219","-306290008.544922","-791429992.675781","-989940002.441406","-705450012.207031","-589979980.46875","",
"Côte d'Ivoire","CIV","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","129999.995231628","3369999.88555908","9000000","8649999.61853027","39009998.3215332","38619998.9318848","35950000.7629395","34020000.4577637","44840000.1525879","49659999.8474121","52580001.8310547","51069999.6948242","48279998.7792969","63319999.6948242","75620002.746582","99680000.3051758","107449996.948242","103949996.948242","129550003.051758","159919998.168945","209800003.051758","123050003.051758","136429992.675781","155320007.324219","122989997.86377","117360000.610352","174419998.168945","240479995.727539","424730010.986328","394559997.558594","686400024.414063","629900024.414063","755700012.207031","763630004.882813","1593699951.17188","1212439941.40625","964770019.53125","447000000","967270019.53125","447779998.779297","350920013.427734","186080001.831055","1067500000","253699996.948242","160710006.713867","91279998.7792969","247139999.389648","171080001.831055","584630004.882813","2403010009.76563","845309997.558594","1437709960.9375","2908350097.65625","1273459960.9375","925039978.027344","651669982.910156","615789978.027344","829159973.144531","960010009.765625","1201229980.46875","",
"Cameroun","CMR","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","379999.995231628","7119999.88555908","9449999.80926514","8899999.61853027","27760000.2288818","32279998.7792969","48590000.1525879","37860000.6103516","47860000.6103516","37549999.2370605","59270000.4577637","48189998.626709","62860000.6103516","60880001.0681152","61889999.3896484","109620002.746582","135059997.558594","179429992.675781","179619995.117188","276820007.324219","264760009.765625","198270004.272461","211979995.727539","127660003.662109","182990005.493164","152479995.727539","216490005.493164","203119995.117188","275630004.882813","452649993.896484","444380004.882813","516260009.765625","714780029.296875","543719970.703125","731409973.144531","443989990.234375","411380004.882813","500059997.558594","498690002.441406","434480010.986328","377160003.662109","458089996.337891","605739990.234375","885619995.117188","780739990.234375","416540008.544922","1716239990.23438","1939900024.41406","551789978.027344","643789978.027344","540229980.46875","612080017.089844","597169982.910156","751960021.972656","856119995.117188","664119995.117188","756609985.351563","1216839965.82031","1165339965.82031","1335219970.70313","",
"Congo, République démocratique du","COD","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","82089996.3378906","91160003.6621094","120970001.220703","111500000","127019996.643066","142070007.324219","93110000.6103516","93800003.0517578","76660003.6621094","83750000","89360000.6103516","107269996.643066","121690002.441406","138919998.168945","180089996.337891","258079986.572266","193119995.117188","259600006.103516","315640014.648438","415359985.351563","431230010.986328","392149993.896484","346470001.220703","310299987.792969","300320007.324219","305359985.351563","421559997.558594","673729980.46875","551729980.46875","730109985.351563","895789978.027344","475279998.779297","268519989.013672","177820007.324219","244809997.558594","194750000","166160003.662109","157880004.882813","127019996.643066","135509994.506836","178440002.441406","246639999.389648","1176170043.94531","5417029785.15625","1919150024.41406","1881800048.82813","2197239990.23438","1348270019.53125","1766900024.41406","2362350097.65625","3483649902.34375","5526459960.9375","2846169921.875","2584010009.76563","2400020019.53125","2599040039.0625","2102330078.125","2292639892.57813","2513929931.64063","3025530029.29688","",
"Congo, République du","COG","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","19999.9995529652","189999.997615814","3069999.9332428","5650000.09536743","17760000.2288818","15850000.3814697","25180000.3051758","18799999.2370605","21370000.8392334","17170000.0762939","15390000.3433228","17170000.0762939","23100000.3814697","26620000.8392334","37819999.6948242","55930000.3051758","72639999.3896484","48130001.0681152","80260002.1362305","90150001.5258789","91150001.5258789","80440002.4414063","91940002.4414063","107349998.474121","96519996.6430664","69019996.6430664","107230003.356934","137529998.779297","86599998.4741211","90519996.6430664","217160003.662109","133270004.272461","115000000","124360000.610352","363850006.103516","126860000.610352","431290008.544922","268670013.427734","64989997.8637695","140539993.286133","32150001.5258789","73889999.3896484","57130001.0681152","69279998.7792969","115809997.558594","1425550048.82813","258299987.792969","116319999.694824","486630004.882813","283970001.220703","1315089965.82031","261239990.234375","140130004.882813","150990005.493164","106180000.305176","88800003.0517578","87050003.0517578","107040000.915527","146570007.324219","187270004.272461","",
"Colombie","COL","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","-7179999.82833862","52490001.6784668","48990001.6784668","71099998.4741211","42139999.3896484","39799999.2370605","83430000.3051758","95309997.5585938","117519996.643066","106339996.337891","133229995.727539","104099998.474121","102739997.86377","129220001.220703","87029998.7792969","70529998.7792969","67870002.746582","40250000","57569999.6948242","39509998.3215332","42259998.3215332","53330001.8310547","61759998.3215332","43770000.4577637","49939998.626709","52520000.4577637","50220001.2207031","81819999.6948242","79889999.3896484","75160003.6621094","101050003.051758","131369995.117188","238710006.713867","106250000","91959999.0844727","181750000","195059997.558594","190779998.779297","179309997.558594","318380004.882813","202369995.117188","399920013.427734","458260009.765625","816000000","536030029.296875","643070007.324219","1004739990.23438","741770019.53125","979289978.027344","1059280029.29688","673090026.855469","1013590026.85547","764250000","857489990.234375","1224170043.94531","1355920043.94531","1106500000","850419982.910156","1781020019.53125","902539978.027344","",
"Comores","COM","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","6099999.90463257","9699999.80926514","7849999.90463257","6360000.1335144","7889999.8664856","8819999.69482422","10210000.038147","17620000.8392334","27340000.1525879","21559999.4659424","25260000.2288818","12090000.1525879","13439999.5803833","19579999.9237061","43250000","46369998.9318848","38069999.6948242","37630001.0681152","42680000.3051758","47130001.0681152","45930000.3051758","54069999.6948242","51220001.2207031","44069999.6948242","44880001.0681152","63299999.2370605","47869998.9318848","48619998.9318848","38700000.7629395","41599998.4741211","39200000.7629395","30200000.7629395","40619998.9318848","22090000.1525879","19309999.4659424","27670000.0762939","27579999.9237061","24610000.6103516","25879999.1607666","23139999.3896484","32000000","45049999.2370605","42040000.9155273","50779998.7792969","69910003.6621094","55349998.4741211","101610000.610352","81230003.3569336","74949996.9482422","65779998.7792969","53750000","67220001.2207031","90940002.4414063","78239997.8637695","",
"Cabo Verde","CPV","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","2720000.02861023","","","","","2410000.08583069","709999.978542328","","9999.99977648258","","","","","","8649999.61853027","23969999.3133545","26059999.4659424","35060001.373291","32479999.5422363","61840000.1525879","48689998.626709","51389999.3896484","56189998.626709","60599998.4741211","64309997.5585938","104080001.831055","84459999.0844727","82389999.3896484","82980003.3569336","105279998.779297","102000000","116480003.356934","114959999.084473","119669998.168945","115730003.356934","116459999.084473","111010002.13623","129770004.272461","136970001.220703","94650001.5258789","78059997.5585938","92500000","145330001.831055","143779998.779297","162869995.117188","139110000.610352","166050003.051758","221880004.882813","196770004.272461","326980010.986328","251369995.117188","245639999.389648","245160003.662109","231389999.389648","153250000","115239997.86377","123010002.13623","84279998.7792969","152539993.286133","",
"Costa Rica","CRI","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","4210000.03814697","7090000.15258789","9199999.80926514","8109999.65667725","11520000.4577637","15069999.6948242","12739999.7711182","12880000.1144409","11909999.8474121","13840000.1525879","12069999.6948242","14159999.8474121","15659999.8474121","16239999.7711182","15939999.5803833","20190000.5340576","13460000.038147","16739999.7711182","35639999.3896484","30270000.4577637","24700000.7629395","30950000.7629395","63720001.2207031","224440002.441406","199509994.506836","251770004.272461","181630004.882813","224490005.493164","182190002.441406","225330001.831055","222500000","184029998.779297","159149993.896484","117129997.253418","88540000.9155273","46090000.1525879","-209999.993443489","3750000","29780000.6866455","3450000.04768372","25459999.0844727","14270000.4577637","13239999.7711182","40009998.3215332","25760000.2288818","32610000.6103516","31860000.6103516","64410003.6621094","77129997.253418","112610000.610352","101129997.253418","35549999.2370605","28459999.0844727","32819999.6948242","54549999.2370605","111300003.051758","100720001.220703","99260002.1362305","99360000.6103516","59759998.3215332","",
"Petits états des Caraïbes","CSS","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","230000.004172325","189999.997615814","39999.9991059303","-170000.001788139","439999.997615814","579999.983310699","730000.019073486","740000.009536743","649999.976158142","1309999.94277954","1820000.05245209","2480000.01907349","3569999.9332428","5190000.05722046","15229999.5422363","19629999.1607666","45659999.8474121","44930000.3051758","47990001.6784668","47900001.5258789","45279998.7792969","27370000.8392334","35099998.4741211","36840000.1525879","35770000.4577637","41990001.6784668","41779998.7792969","48880001.0681152","61259998.3215332","56840000.1525879","51810001.373291","36930000.3051758","24799999.2370605","43900001.5258789","47119998.9318848","63630001.0681152","57220001.2207031","65400001.5258789","80150001.5258789","59389999.3896484","45069999.6948242","54650001.5258789","62110000.6103516","76540000.9155273","99470001.2207031","90139999.3896484","82209999.0844727","96550003.0517578","125510002.13623","112559997.558594","132449996.948242","87279998.7792969","85760002.1362305","99459999.0844727","261540008.544922","557960021.972656","2698110107.42188","734719970.703125","749710021.972656","499660003.662109","",
"Curacao","CUW","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Îles Caïmans","CYM","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","1679999.94754791","1590000.0333786","2099999.90463257","1490000.00953674","3240000.00953674","740000.009536743","1490000.00953674","990000.009536743","569999.992847443","379999.995231628","349999.994039536","70000.0002980232","1970000.02861023","2190000.05722046","12090000.1525879","1230000.01907349","2990000.00953674","-289999.99165535","0","-460000.00834465","-1019999.98092651","-569999.992847443","-2029999.97138977","","","","","","","","","","","","","","","","","","","","","","","","",
"Chypre","CYP","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","24090000.1525879","20229999.5422363","15649999.6185303","11159999.8474121","5239999.77111816","6469999.79019165","1629999.99523163","1409999.9666214","959999.978542328","3740000.00953674","5860000.1335144","5980000.01907349","7300000.19073486","8079999.92370605","21250000","31149999.6185303","56139999.3896484","95010002.1362305","47610000.6103516","29909999.8474121","52680000.3051758","43810001.373291","30879999.1607666","18569999.6948242","16819999.6948242","36860000.6103516","34979999.5422363","41319999.6948242","44209999.0844727","40740001.6784668","38430000.3051758","39759998.3215332","26170000.0762939","33799999.2370605","44029998.7792969","21430000.3051758","22579999.9237061","","","","","","","","","","","","","","","","","","","","","","","","",
"République tchèque","CZE","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Allemagne","DEU","Aide publique au développement nette reçue ($ US courants)","DT.ODA.ODAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
